Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min,xG_expected,npxG_expected,xA_expected,xG_per90min,xA_per90min,xG_plus_xA_per90min,npxG_per90min,npxG_plus_xA_per90min
382,Jonathan Mensah\Jonathan-Mensah,gh GHA,DF,Columbus,27,1990,27,26,2347,1,0,0,0,7,0,0.04,0,0.04,0.04,0.04,1.6,1.6,0.2,0.06,0.01,0.07,0.06,0.07
383,Justin Meram\Justin-Meram,iq IRQ,FW,Orlando City,29,1988,17,14,1269,1,2,0,1,0,0,0.07,0.14,0.21,0.07,0.21,3.9,3.1,3.3,0.27,0.23,0.51,0.22,0.46
384,Justin Meram\Justin-Meram,iq IRQ,FW,Columbus,29,1988,9,7,594,1,0,0,0,0,0,0.15,0,0.15,0.15,0.15,1.7,1.7,0.6,0.26,0.08,0.35,0.26,0.35
385,Bryan Meredith\Bryan-Meredith,us USA,GK,Seattle,28,1989,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Nicolás Mezquida\Nicolas-Mezquida,uy URU,FWMF,Vancouver,26,1992,21,9,971,3,1,0,0,0,0,0.28,0.09,0.37,0.28,0.37,2.6,2.6,0.9,0.25,0.08,0.33,0.25,0.33
387,Djordje Mihailovic\Djordje-Mihailovic,us USA,MFFW,Chicago,19,1998,9,8,575,1,3,0,0,0,0,0.16,0.47,0.63,0.16,0.63,0.5,0.5,2,0.09,0.32,0.4,0.09,0.4
388,Eric Miller\Eric-Miller,us USA,DFMF,Minnesota,25,1993,18,13,1145,0,1,0,0,3,0,0,0.08,0.08,0,0.08,0,0,0.6,0,0.05,0.05,0,0.05
389,Tyler Miller\Tyler-Miller,us USA,GK,Los Angeles FC,24,1993,33,33,2970,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
390,Ben Mines\Ben-Mines,us USA,FW,NY Red Bulls,17,2000,1,1,90,1,0,0,0,1,0,1,0,1,1,1,0.4,0.4,0.1,0.38,0.05,0.43,0.38,0.43
391,Mariano Miño\Mariano-Mino,ar ARG,FWDF,Toronto FC,23,1994,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Bruno Miranda\Bruno-Miranda,bo BOL,MF,D.C. United,19,1998,7,0,93,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0.1
393,Kevin Molino\Kevin-Molino,tt TRI,MF,Minnesota,27,1990,2,2,139,2,1,0,0,0,0,1.29,0.65,1.94,1.29,1.94,0.4,0.4,0.4,0.26,0.27,0.53,0.26,0.53
394,Mohamed El Monir\Mohamed-El-Monir,ly LBY,DF,Orlando City,25,1992,26,23,2089,0,2,0,0,7,1,0,0.09,0.09,0,0.09,0.9,0.9,2,0.04,0.08,0.12,0.04,0.12
395,Drew Moor\Drew-Moor,us USA,DF,Toronto FC,34,1984,8,6,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Joseph Mora\Joseph-Mora,cr CRC,DF,D.C. United,25,1993,30,28,2521,0,1,0,0,3,1,0,0.04,0.04,0,0.04,0.2,0.2,0.9,0.01,0.03,0.04,0.01,0.04
397,Maximiliano Moralez\Maximiliano-Moralez,ar ARG,MFFW,NYCFC,30,1987,32,32,2813,8,9,1,1,4,0,0.26,0.29,0.54,0.22,0.51,11,10.2,8.8,0.36,0.29,0.65,0.34,0.63
398,Junior Moreno\Junior-Moreno,ve VEN,MF,D.C. United,24,1993,20,17,1529,0,1,0,0,1,0,0,0.06,0.06,0,0.06,0.1,0.1,1.1,0.01,0.07,0.07,0.01,0.07
399,Ashtone Morgan\Ashtone-Morgan,ca CAN,DFMF,Toronto FC,26,1991,18,11,1012,0,1,0,0,3,0,0,0.09,0.09,0,0.09,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
400,Justin Morrow\Justin-Morrow,us USA,DFMF,Toronto FC,30,1987,21,20,1789,1,3,0,0,3,0,0.05,0.15,0.2,0.05,0.2,1.7,1.7,2.2,0.09,0.11,0.2,0.09,0.2
401,João Moutinho\Joao-Moutinho,pt POR,DF,Los Angeles FC,20,1998,14,10,871,1,0,0,0,3,1,0.1,0,0.1,0.1,0.1,0.2,0.2,0.6,0.02,0.06,0.08,0.02,0.08
402,Yura Movsisyan\Yura-Movsisyan,am ARM,FWMF,Chicago,30,1987,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
403,Chris Mueller\Chris-Mueller,us USA,FWMF,Orlando City,21,1996,32,23,2050,3,4,0,0,2,0,0.13,0.18,0.31,0.13,0.31,3.9,3.9,3.4,0.17,0.15,0.32,0.17,0.32
404,Luke Mulholland\Luke-Mulholland,eng ENG,MF,Real Salt Lake,29,1988,2,1,91,0,1,0,0,0,0,0,0.99,0.99,0,0.99,0,0,0.1,0,0.13,0.13,0,0.13
405,Patrick Mullins\Patrick-Mullins,us USA,MFFW,Columbus,25,1992,10,2,293,1,1,0,0,0,0,0.31,0.31,0.61,0.31,0.61,1.9,1.9,0,0.57,0,0.57,0.57,0.57
406,Patrick Mullins\Patrick-Mullins,us USA,FW,D.C. United,25,1992,10,2,230,0,1,0,0,0,0,0,0.39,0.39,0,0.39,0.1,0.1,1,0.05,0.38,0.43,0.05,0.43
407,Jordon Mutch\Jordon-Mutch,eng ENG,MFFW,Vancouver,26,1991,18,8,832,2,2,0,0,1,0,0.22,0.22,0.43,0.22,0.43,1.5,1.5,1.7,0.16,0.18,0.34,0.16,0.34
408,Alex Muyl\Alex-Muyl,us USA,FW,NY Red Bulls,22,1995,30,13,1291,3,5,0,0,6,0,0.21,0.35,0.56,0.21,0.56,3.7,3.7,3.3,0.26,0.23,0.49,0.26,0.49
409,Darlington Nagbe\Darlington-Nagbe,us USA,MF,Atlanta,27,1990,23,23,1965,0,1,0,0,0,0,0,0.05,0.05,0,0.05,0.7,0.7,2.3,0.03,0.1,0.14,0.03,0.14
410,Hassan Ndam\Hassan-Ndam,cm CMR,DF,NY Red Bulls,19,1998,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Lamar Neagle\Lamar-Neagle,us USA,FWMF,Seattle,30,1987,6,0,115,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.1,0.42,0.04,0.47,0.42,0.47
412,Anton Nedyalkov\Anton-Nedyalkov,bg BUL,DF,FC Dallas,24,1993,9,9,769,0,1,0,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.2,0.03,0.03,0.06,0.03,0.06
413,Krisztián Németh\Krisztian-Nemeth,hu HUN,FWMF,New England,29,1989,15,4,473,0,2,0,0,1,0,0,0.38,0.38,0,0.38,1.1,1.1,0.5,0.21,0.1,0.31,0.21,0.31
414,Krisztián Németh\Krisztian-Nemeth,hu HUN,FW,Sporting KC,29,1989,9,4,388,1,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,3.4,3.4,0.6,0.78,0.14,0.92,0.78,0.92
415,Jake Nerwinski\Jake-Nerwinski,us USA,DF,Vancouver,23,1994,26,24,2214,0,1,0,0,2,0,0,0.04,0.04,0,0.04,0.1,0.1,1.8,0.01,0.07,0.08,0.01,0.08
416,Lee Nguyen\Lee-Nguyen,us USA,MFFW,Los Angeles FC,31,1986,25,20,1831,3,3,0,0,4,1,0.15,0.15,0.29,0.15,0.29,1.2,1.2,3.4,0.06,0.17,0.23,0.06,0.23
417,Sam Nicholson\Sam-Nicholson,sco SCO,FW,Minnesota,23,1995,8,6,523,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17,1.4,1.4,0.5,0.25,0.08,0.33,0.25,0.33
418,Sam Nicholson\Sam-Nicholson,sco SCO,FWMF,Colorado,23,1995,19,19,1516,2,0,0,0,3,0,0.12,0,0.12,0.12,0.12,1.7,1.7,0.9,0.1,0.05,0.15,0.1,0.15
419,Nemanja Nikolić\Nemanja-Nikolic,hu HUN,FW,Chicago,30,1987,31,29,2435,15,1,3,3,2,0,0.55,0.04,0.59,0.44,0.48,12.5,10.2,3.5,0.46,0.13,0.59,0.38,0.5
420,Shane O'Neill\Shane-ONeill,us USA,DF,Orlando City,24,1993,13,13,1117,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0,0.02,0,0.03,0.02,0.03
421,Jimmy Ockford\Jimmy-Ockford,us USA,DF,San Jose,25,1992,15,11,1087,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.3,0.05,0.02,0.07,0.05,0.07
422,Chris Odoi-Atsem\Chris-Odoi-Atsem,us USA,DFMF,D.C. United,22,1995,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.67,0.58,1.24,0.67,1.24
423,Dominic Oduro\Dominic-Oduro,gh GHA,FWMF,Montreal,32,1985,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.26,0,0.26,0.26,0.26
424,Dominic Oduro\Dominic-Oduro,gh GHA,FWMF,San Jose,32,1985,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.19,0.19,0,0.19
425,Ebenezer Ofori\Ebenezer-Ofori,gh GHA,MF,NYCFC,22,1995,27,21,1895,1,0,0,0,3,1,0.05,0,0.05,0.05,0.05,1,1,0.3,0.05,0.01,0.06,0.05,0.06
426,Lawrence Olum\Lawrence-Olum,ke KEN,MFDF,Portland,33,1984,22,18,1630,1,0,0,0,3,1,0.06,0,0.06,0.06,0.06,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04
427,Wyatt Omsberg\Wyatt-Omsberg,us USA,DF,Minnesota,22,1995,7,4,387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Nedum Onuoha\Nedum-Onuoha,eng ENG,DF,Real Salt Lake,31,1986,2,1,93,0,1,0,0,0,0,0,0.97,0.97,0,0.97,0.1,0.1,0,0.06,0,0.06,0.06,0.06
429,Ike Opara\Ike-Opara,us USA,DF,Sporting KC,28,1989,31,31,2772,3,2,0,0,6,0,0.1,0.06,0.16,0.1,0.16,3.3,3.3,0.8,0.11,0.03,0.14,0.11,0.14
430,Kofi Opare\Kofi-Opare,ca CAN,DF,D.C. United,27,1990,11,10,862,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.06,0,0.06,0.06,0.06
431,Edward Opoku\Edward-Opoku,us USA,FW,Columbus,21,1996,5,1,153,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.14,0.19,0.32,0.14,0.32
432,Alfredo Ortuño\Alfredo-Ortuno,es ESP,FW,Real Salt Lake,27,1991,3,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
433,Jonathan Osorio\Jonathan-Osorio,ca CAN,MFFW,Toronto FC,25,1992,30,30,2599,10,6,0,0,6,0,0.35,0.21,0.55,0.35,0.55,7.9,7.9,5.7,0.27,0.2,0.47,0.27,0.47
434,David Ousted\David-Ousted,dk DEN,GK,D.C. United,32,1985,17,17,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Rodrigo Pacheco\Rodrigo-Pacheco,ar ARG,FW,Los Angeles FC,21,1996,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Frantz Pangop\Frantz-Pangop,cm CMR,FWMF,Minnesota,24,1993,9,1,181,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.07,0.23,0.3,0.07,0.3
437,Cristhian Paredes\Cristhian-Paredes,py PAR,MF,Portland,19,1998,19,18,1407,1,2,0,0,1,0,0.06,0.13,0.19,0.06,0.19,1.7,1.7,1,0.11,0.06,0.17,0.11,0.17
438,Tim Parker\Tim-Parker,us USA,DF,NY Red Bulls,24,1993,29,29,2610,1,2,0,0,5,0,0.03,0.07,0.1,0.03,0.1,2.7,2.7,1.3,0.09,0.04,0.14,0.09,0.14
439,Michael Parkhurst\Michael-Parkhurst,us USA,DF,Atlanta,34,1984,33,32,2902,0,0,0,0,6,0,0,0,0,0,0,0,0,0.7,0,0.02,0.02,0,0.02
440,Kevin Partida\Kevin-Partida,us USA,DF,San Jose,22,1995,4,4,288,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,PC\PC,br BRA,DFMF,Orlando City,23,1994,8,5,418,0,0,0,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.08,0.12,0.2,0.08,0.2
442,Taylor Peay\Taylor-Peay,us USA,DF,Real Salt Lake,26,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,João Pedro\Joao-Pedro,pt POR,MF,LA Galaxy,24,1993,3,1,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.06,0.06,0,0.06
444,Marquinhos Pedroso\Marquinhos-Pedroso,br BRA,DF,FC Dallas,24,1993,13,13,1170,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.5,0.02,0.05,0.06,0.02,0.06
445,Ronaldo Peña\Ronaldo-Pena,ve VEN,FW,Houston,20,1997,9,2,226,1,0,0,0,3,1,0.4,0,0.4,0.4,0.4,0.3,0.3,0.3,0.12,0.13,0.25,0.12,0.25
446,Cristian Penilla\Cristian-Penilla,ec ECU,FWMF,New England,26,1991,33,33,2811,12,7,1,1,2,1,0.38,0.22,0.61,0.35,0.58,7.7,7,4.9,0.25,0.16,0.41,0.22,0.38
447,Joshua Pérez\Joshua-Perez,us USA,MF,Los Angeles FC,20,1998,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Michael Petrasso\Michael-Petrasso,ca CAN,DF,Montreal,22,1995,14,8,787,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.6,0.01,0.07,0.07,0.01,0.07
449,Demar Phillips\Demar-Phillips,jm JAM,DF,Real Salt Lake,34,1983,5,5,358,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
450,Ignacio Piatti\Ignacio-Piatti,ar ARG,FW,Montreal,32,1985,32,32,2817,16,11,4,4,2,0,0.51,0.35,0.86,0.38,0.73,11.3,8.3,7.1,0.36,0.23,0.59,0.26,0.49
451,Fafà Picault\Fafa-Picault,us USA,FW,Philadelphia,26,1991,29,24,2189,10,4,3,4,7,0,0.41,0.16,0.58,0.29,0.45,9.4,6.4,2.7,0.39,0.11,0.5,0.26,0.38
452,Samuel Piette\Samuel-Piette,ca CAN,MF,Montreal,23,1994,34,34,2998,0,3,0,0,5,0,0,0.09,0.09,0,0.09,0.3,0.3,1.3,0.01,0.04,0.05,0.01,0.05
453,Stefano Pinho\Stefano-Pinho,br BRA,FW,Orlando City,27,1991,23,5,608,2,0,0,0,0,0,0.3,0,0.3,0.3,0.3,2.9,2.9,0.1,0.43,0.01,0.44,0.43,0.44
454,Joao Plata\Joao-Plata,ec ECU,FW,Real Salt Lake,25,1992,25,20,1717,8,8,2,3,0,0,0.42,0.42,0.84,0.31,0.73,6.8,4.4,5.9,0.36,0.31,0.67,0.23,0.54
455,Andy Polo\Andy-Polo,pe PER,MFFW,Portland,23,1994,23,18,1630,1,2,0,0,2,0,0.06,0.11,0.17,0.06,0.17,2.2,2.2,1.5,0.12,0.08,0.2,0.12,0.2
456,Matt Polster\Matt-Polster,us USA,DF,Chicago,24,1993,3,1,128,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.03,0.1,0.07,0.1
457,Paxton Pomykal\Paxton-Pomykal,us USA,MFFW,FC Dallas,18,1999,6,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.16,0.16,0,0.16
458,Chris Pontius\Chris-Pontius,us USA,FWDF,LA Galaxy,30,1987,26,15,1490,5,6,0,0,3,0,0.3,0.36,0.66,0.3,0.66,2.5,2.5,2.2,0.15,0.14,0.28,0.15,0.28
459,Alvas Powell\Alvas-Powell,jm JAM,DF,Portland,23,1994,24,24,2064,2,2,0,0,1,0,0.09,0.09,0.17,0.09,0.17,1.7,1.7,1.1,0.08,0.05,0.13,0.08,0.13
460,Dillon Powers\Dillon-Powers,us USA,MFFW,Orlando City,26,1991,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.08,0.08,0,0.08
461,Jack Price\Jack-Price,eng ENG,MF,Colorado,25,1992,31,31,2748,1,2,0,1,9,0,0.03,0.07,0.1,0.03,0.1,1.8,1,2.5,0.06,0.08,0.14,0.03,0.12
462,Andrew Putna\Andrew-Putna,us USA,GK,Real Salt Lake,23,1994,2,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Valeri Qazaishvili\Valeri-Qazaishvili,ge GEO,FWMF,San Jose,25,1993,33,31,2710,10,4,0,0,0,0,0.33,0.13,0.46,0.33,0.46,9.4,9.4,4,0.31,0.13,0.44,0.31,0.44
464,Yeferson Quintana\Yeferson-Quintana,uy URU,DF,San Jose,21,1996,13,10,791,1,0,0,0,3,0,0.11,0,0.11,0.11,0.11,0.8,0.8,0.1,0.09,0.01,0.1,0.09,0.1
465,Darwin Quintero\Darwin-Quintero,co COL,MFFW,Minnesota,30,1987,27,27,2392,11,12,1,1,3,0,0.41,0.45,0.87,0.38,0.83,7.4,6.6,8.8,0.28,0.33,0.61,0.25,0.58
466,Romell Quioto\Romell-Quioto,hn HON,FW,Houston,26,1991,32,25,2245,6,9,0,0,3,0,0.24,0.36,0.6,0.24,0.6,8.8,8.8,5.3,0.35,0.21,0.57,0.35,0.57
467,Joel Qwiberg\Joel-Qwiberg,se SWE,DF,San Jose,25,1992,5,5,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0.04
468,Jukka Raitala\Jukka-Raitala,fi FIN,DF,Montreal,29,1988,28,25,2291,1,2,0,0,2,0,0.04,0.08,0.12,0.04,0.12,0.4,0.4,0.4,0.02,0.01,0.03,0.02,0.03
469,Christian Ramirez\Christian-Ramirez,us USA,FW,Los Angeles FC,26,1991,7,3,262,2,0,0,0,0,0,0.69,0,0.69,0.69,0.69,1.5,1.5,0,0.51,0.01,0.52,0.51,0.52
470,Christian Ramirez\Christian-Ramirez,us USA,FW,Minnesota,26,1991,20,17,1372,7,2,0,0,0,0,0.46,0.13,0.59,0.46,0.59,6,6,0.5,0.39,0.04,0.43,0.39,0.43
471,Rafael Ramos\Rafael-Ramos,pt POR,DF,Chicago,23,1995,3,1,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Matthew Real\Matthew-Real,us USA,DF,Philadelphia,18,1999,3,3,234,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.01,0.12,0.12,0.01,0.12
473,Kristoffer Reaves\Kristoffer-Reaves,us USA,DF,FC Dallas,22,1995,2,2,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Tommy Redding\Tommy-Redding,us USA,DF,NY Red Bulls,21,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Eric Remedi\Eric-Remedi,ar ARG,MF,Atlanta,22,1995,13,12,1094,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,1.1,0.05,0.09,0.15,0.05,0.15
476,Yordy Reyna\Yordy-Reyna,pe PER,FWMF,Vancouver,24,1993,26,21,1871,6,9,1,1,9,2,0.29,0.43,0.72,0.24,0.67,6,5.3,6.8,0.29,0.33,0.62,0.25,0.58
477,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FWMF,Toronto FC,30,1987,18,4,611,3,0,0,0,1,0,0.44,0,0.44,0.44,0.44,4.8,4.8,0.6,0.71,0.1,0.8,0.71,0.8
478,Liam Ridgewell\Liam-Ridgewell,eng ENG,DF,Portland,33,1984,13,13,1084,0,0,0,0,2,1,0,0,0,0,0,0.2,0.2,0.2,0.01,0.02,0.03,0.01,0.03
479,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,38,1979,33,33,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Alexander Ring\Alexander-Ring,fi FIN,MFDF,NYCFC,26,1991,30,29,2607,2,0,0,0,10,0,0.07,0,0.07,0.07,0.07,1.1,1.1,1.6,0.04,0.06,0.1,0.04,0.1
481,Carlos Rivas\Carlos-Rivas,co COL,FW,NY Red Bulls,23,1994,5,3,265,2,0,0,0,0,0,0.68,0,0.68,0.68,0.68,1.5,1.5,0.1,0.51,0.02,0.53,0.51,0.53
482,Jalen Robinson\Jalen-Robinson,us USA,DF,D.C. United,23,1994,5,5,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
483,Miles Robinson\Miles-Robinson,us USA,DF,Atlanta,20,1997,10,3,277,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.08,0,0.08,0.08,0.08
484,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,33,1984,31,31,2790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Tony Rocha\Tony-Rocha,bz BLZ,DFMF,Orlando City,24,1993,12,9,819,0,2,0,0,1,0,0,0.22,0.22,0,0.22,0.8,0.8,1,0.08,0.11,0.2,0.08,0.2
486,Angelo Rodríguez\Angelo-Rodriguez,co COL,FW,Minnesota,28,1989,11,10,868,4,1,0,0,1,0,0.41,0.1,0.52,0.41,0.52,4.5,4.5,1.1,0.47,0.11,0.57,0.47,0.57
487,Memo Rodriguez\Memo-Rodriguez,us USA,FWMF,Houston,22,1995,19,6,656,1,0,0,0,1,0,0.14,0,0.14,0.14,0.14,0.9,0.9,0.8,0.12,0.11,0.23,0.12,0.23
488,Víctor Rodríguez\Victor-Rodriguez,es ESP,FWMF,Seattle,28,1989,19,14,1257,5,3,0,0,0,0,0.36,0.21,0.57,0.36,0.57,4.5,4.5,2.3,0.32,0.17,0.49,0.32,0.49
489,Alex Roldan\Alex-Roldan,us USA,FWMF,Seattle,21,1996,19,7,739,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0.2,0.1,0.03,0.13,0.1,0.13
490,Cristian Roldan\Cristian-Roldan,us USA,MFFW,Seattle,22,1995,34,34,3052,4,6,0,0,4,0,0.12,0.18,0.29,0.12,0.29,2.9,2.9,3.4,0.08,0.1,0.18,0.08,0.18
491,David Romney\David-Romney,us USA,DF,LA Galaxy,24,1993,28,26,2354,1,2,0,0,3,0,0.04,0.08,0.11,0.04,0.11,0.3,0.3,0.8,0.01,0.03,0.04,0.01,0.04
492,Wayne Rooney\Wayne-Rooney,eng ENG,FW,D.C. United,32,1985,20,18,1639,12,6,3,3,1,0,0.66,0.33,0.99,0.49,0.82,11.2,8.9,3.7,0.62,0.2,0.82,0.49,0.69
493,Oriol Rosell\Oriol-Rosell,es ESP,MF,Orlando City,25,1992,22,18,1704,0,1,0,0,6,0,0,0.05,0.05,0,0.05,0.7,0.7,1.1,0.04,0.06,0.09,0.04,0.09
494,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Philadelphia,24,1993,32,31,2773,1,3,0,0,3,0,0.03,0.1,0.13,0.03,0.13,1.3,1.3,1.6,0.04,0.05,0.09,0.04,0.09
495,Diego Rossi\Diego-Rossi,uy URU,FW,Los Angeles FC,19,1998,32,30,2599,12,6,0,0,0,0,0.42,0.21,0.62,0.42,0.62,12.4,12.4,4.8,0.44,0.17,0.62,0.44,0.62
496,Brian Rowe\Brian-Rowe,us USA,GK,Vancouver,29,1988,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
497,Kelyn Rowe\Kelyn-Rowe,us USA,MFFW,New England,26,1991,27,18,1611,1,2,0,0,6,0,0.06,0.11,0.17,0.06,0.17,1.6,1.6,2.6,0.09,0.15,0.23,0.09,0.23
498,Daniel Royer\Daniel-Royer,at AUT,FW,NY Red Bulls,27,1990,29,24,2042,11,2,2,2,1,1,0.48,0.09,0.57,0.4,0.48,12.6,11.1,2.3,0.55,0.1,0.66,0.49,0.59
499,Diego Rubio\Diego-Rubio,cl CHI,FW,Sporting KC,24,1993,20,9,784,8,4,0,0,3,0,0.92,0.46,1.38,0.92,1.38,3.8,3.8,1.9,0.43,0.22,0.65,0.43,0.65
500,Raúl Ruidíaz\Raul-Ruidiaz,pe PER,FW,Seattle,27,1990,14,13,1094,10,1,0,0,1,0,0.82,0.08,0.9,0.82,0.9,9,9,0.9,0.74,0.08,0.82,0.74,0.82
501,Pablo Ruíz\Pablo-Ruiz,ar ARG,DFMF,Real Salt Lake,19,1998,12,5,533,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.07,0.03,0.1,0.07,0.1
502,Albert Rusnák\Albert-Rusnak,sk SVK,MFFW,Real Salt Lake,23,1994,31,29,2591,10,5,3,4,0,0,0.35,0.17,0.52,0.24,0.42,7.6,4.6,7.8,0.27,0.27,0.54,0.16,0.43
503,Johnny Russell\Johnny-Russell,sco SCO,FW,Sporting KC,27,1990,30,24,2178,10,7,1,1,3,0,0.41,0.29,0.7,0.37,0.66,8.5,8.5,5.5,0.36,0.24,0.6,0.36,0.6
504,Marc Rzatkowski\Marc-Rzatkowski,de GER,MFFW,NY Red Bulls,27,1990,24,16,1499,2,3,0,0,4,0,0.12,0.18,0.3,0.12,0.3,1.6,1.6,4.9,0.1,0.29,0.39,0.1,0.39
505,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Montreal,34,1983,9,9,810,1,0,0,0,3,0,0.11,0,0.11,0.11,0.11,0.9,0.9,0.8,0.1,0.09,0.2,0.1,0.2
506,Shea Salinas\Shea-Salinas,us USA,DF,San Jose,31,1986,25,20,1820,0,2,0,0,3,1,0,0.1,0.1,0,0.1,0.4,0.4,1.7,0.02,0.08,0.1,0.02,0.1
507,Dániel Sallói\Daniel-Salloi,hu HUN,FW,Sporting KC,21,1996,29,26,2286,11,7,0,0,3,1,0.43,0.28,0.71,0.43,0.71,7.1,7.1,4.5,0.29,0.19,0.48,0.29,0.48
508,Ilie Sánchez\Ilie-Sanchez,es ESP,MF,Sporting KC,27,1990,34,34,3060,4,3,4,6,6,0,0.12,0.09,0.21,0,0.09,5.3,1.5,2.9,0.16,0.09,0.25,0.05,0.13
509,Richard Sánchez\Richard-Sanchez,mx MEX,GK,Chicago,23,1994,25,24,2207,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,James Sands\James-Sands,us USA,MF,NYCFC,17,2000,3,3,220,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08
511,Lamine Sané\Lamine-Sane,sn SEN,DF,Orlando City,30,1987,16,15,1372,1,0,0,0,1,0,0.07,0,0.07,0.07,0.07,0.3,0.3,0,0.02,0,0.02,0.02,0.02
512,Harold Santiago Mosquera\Harold-Santiago-Mosquera,co COL,FWMF,FC Dallas,22,1995,29,17,1591,6,4,0,0,0,0,0.34,0.23,0.57,0.34,0.57,5.3,5.3,3.6,0.32,0.21,0.53,0.32,0.53
513,Pedro Santos\Pedro-Santos,pt POR,FWMF,Columbus,29,1988,30,29,2206,1,4,0,0,4,1,0.04,0.16,0.2,0.04,0.2,4,4,5.2,0.16,0.21,0.37,0.16,0.37
514,C.J. Sapong\CJ-Sapong,us USA,FW,Philadelphia,29,1988,32,29,2307,4,3,0,1,3,0,0.16,0.12,0.27,0.16,0.27,10.1,9.3,2.7,0.39,0.1,0.5,0.36,0.47
