Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min,xG_expected,npxG_expected,xA_expected,xG_per90min,xA_per90min,xG_plus_xA_per90min,npxG_per90min,npxG_plus_xA_per90min
1,Saad Abdul-Salaam\Saad-Abdul-Salaam,us USA,DF,NYCFC,26,1991,4,3,274,0,1,0,0,1,0,0,0.33,0.33,0,0.33,0.1,0.1,0.9,0.04,0.3,0.35,0.04,0.35
2,Mohammed Abu\Mohammed-Abu,gh GHA,MFDF,Columbus,26,1991,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.11,0.14,0.03,0.14
3,Lalas Abubakar\Lalas-Abubakar,gh GHA,DF,Columbus,23,1994,23,20,1771,1,0,0,0,3,0,0.05,0,0.05,0.05,0.05,0.9,0.9,0.1,0.05,0.01,0.05,0.05,0.05
4,David Accam\David-Accam,gh GHA,FWMF,Philadelphia,27,1990,23,13,1213,1,0,0,0,3,0,0.07,0,0.07,0.07,0.07,3.1,3.1,1,0.23,0.07,0.3,0.23,0.3
5,Danilo Acosta\Danilo-Acosta,us USA,DF,Real Salt Lake,20,1997,12,10,898,0,1,0,0,0,0,0,0.1,0.1,0,0.1,0.3,0.3,0.5,0.03,0.05,0.08,0.03,0.08
6,Kellyn Acosta\Kellyn-Acosta,us USA,MFFW,Colorado,22,1995,12,12,1039,2,2,0,1,3,0,0.17,0.17,0.35,0.17,0.35,2.2,1.5,0.9,0.19,0.08,0.27,0.13,0.21
7,Kellyn Acosta\Kellyn-Acosta,us USA,MFFW,FC Dallas,22,1995,13,8,675,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,1.1,1.1,0.7,0.15,0.1,0.25,0.15,0.25
8,Luciano Acosta\Luciano-Acosta,ar ARG,MF,D.C. United,23,1994,33,32,2746,10,15,0,0,3,0,0.33,0.49,0.82,0.33,0.82,5.5,5.5,8.5,0.18,0.28,0.46,0.18,0.46
9,Mo Adams\Mo-Adams,eng ENG,MF,Chicago,21,1996,14,10,883,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Tyler Adams\Tyler-Adams,us USA,MF,NY Red Bulls,18,1999,27,26,2328,0,3,0,0,3,0,0,0.12,0.12,0,0.12,1.1,1.1,2.2,0.04,0.09,0.13,0.04,0.13
11,Fanendo Adi\Fanendo-Adi,ng NGA,FW,Portland,27,1990,14,9,823,3,2,0,0,0,0,0.33,0.22,0.55,0.33,0.55,4.5,4.5,0.7,0.49,0.07,0.56,0.49,0.56
12,Bismark Adjei-Boateng\Bismark-Adjei-Boateng,gh GHA,MFDF,Colorado,23,1994,20,14,1233,1,0,0,0,6,1,0.07,0,0.07,0.07,0.07,0.5,0.5,0.7,0.04,0.05,0.09,0.04,0.09
13,François Affolter\Francois-Affolter,ch SUI,DF,San Jose,26,1991,9,7,678,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Harrison Afful\Harrison-Afful,gh GHA,DF,Columbus,31,1986,32,32,2864,2,3,0,0,1,0,0.06,0.09,0.16,0.06,0.16,2.5,2.5,4.2,0.08,0.13,0.21,0.08,0.21
15,Juan Agudelo\Juan-Agudelo,us USA,FWMF,New England,25,1992,30,13,1504,3,3,0,0,2,0,0.18,0.18,0.36,0.18,0.36,3.4,3.4,1.4,0.21,0.09,0.29,0.21,0.29
16,Abel Aguilar\Abel-Aguilar,co COL,MF,FC Dallas,33,1985,4,1,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
17,Stefan Aigner\Stefan-Aigner,de GER,FW,Colorado,30,1987,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,José Aja\Jose-Aja,uy URU,DF,Vancouver,24,1993,17,17,1511,1,0,0,0,4,1,0.06,0,0.06,0.06,0.06,0.5,0.5,0.3,0.03,0.02,0.05,0.03,0.05
19,Ager Aketxe\Ager-Aketxe,es ESP,MF,Toronto FC,24,1993,11,9,729,0,1,0,1,1,0,0,0.12,0.12,0,0.12,1.7,1,1.2,0.21,0.14,0.36,0.12,0.26
20,Tesho Akindele\Tesho-Akindele,ca CAN,FWMF,FC Dallas,25,1992,19,5,586,2,0,0,0,0,0,0.31,0,0.31,0.31,0.31,1.7,1.7,0.8,0.26,0.12,0.38,0.26,0.38
21,Ayo Akinola\Ayo-Akinola,us USA,FWMF,Toronto FC,18,2000,4,0,49,0,1,0,0,0,0,0,1.84,1.84,0,1.84,0,0,0.3,0,0.6,0.6,0,0.6
22,Fatai Alashe\Fatai-Alashe,us USA,MF,San Jose,24,1993,12,2,362,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0.04
23,Romain Alessandrini\Romain-Alessandrini,fr FRA,FWMF,LA Galaxy,28,1989,26,23,1909,11,8,1,1,7,0,0.52,0.38,0.9,0.47,0.85,5.2,4.4,6.1,0.24,0.29,0.53,0.21,0.49
24,Eric Alexander\Eric-Alexander,us USA,MF,Houston,29,1988,21,20,1655,1,0,0,0,4,1,0.05,0,0.05,0.05,0.05,0.7,0.7,0.8,0.04,0.04,0.08,0.04,0.08
25,Tony Alfaro\Tony-Alfaro,us USA,DF,Seattle,24,1993,4,3,220,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
26,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Atlanta,23,1994,32,32,2756,12,11,4,5,4,0,0.39,0.36,0.75,0.26,0.62,15.1,11.3,10.5,0.49,0.34,0.84,0.37,0.71
27,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Seattle,32,1985,25,21,1838,0,0,0,0,6,0,0,0,0,0,0,1.1,1.1,0.6,0.06,0.03,0.08,0.06,0.08
28,Jozy Altidore\Jozy-Altidore,us USA,FW,Toronto FC,28,1989,13,12,871,7,0,2,2,3,1,0.72,0,0.72,0.52,0.52,6.1,4.6,0.4,0.63,0.04,0.67,0.47,0.52
29,Arturo Alvarez\Arturo-Alvarez,sv SLV,FWMF,Houston,32,1985,18,2,355,0,1,0,0,1,0,0,0.25,0.25,0,0.25,0.5,0.5,0.9,0.12,0.22,0.34,0.12,0.34
30,Eloi Amagat\Eloi-Amagat,es ESP,MF,NYCFC,32,1985,8,5,430,0,0,0,0,0,1,0,0,0,0,0,0.2,0.2,0.6,0.04,0.12,0.16,0.04,0.16
31,Quincy Amarikwa\Quincy-Amarikwa,us USA,FWMF,San Jose,30,1987,14,1,280,0,2,0,0,1,0,0,0.64,0.64,0,0.64,0.5,0.5,0.7,0.16,0.24,0.39,0.16,0.39
32,Quincy Amarikwa\Quincy-Amarikwa,us USA,FW,Montreal,30,1987,10,7,641,1,0,0,0,0,0,0.14,0,0.14,0.14,0.14,2.8,2.8,0.4,0.39,0.05,0.44,0.39,0.44
33,Mikey Ambrose\Mikey-Ambrose,us USA,DFMF,Atlanta,24,1993,9,8,729,0,1,0,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.7,0.02,0.09,0.11,0.02,0.11
34,Michael Amir Murillo\Michael-Amir-Murillo,pa PAN,DF,NY Red Bulls,21,1996,23,21,1936,1,3,0,0,5,1,0.05,0.14,0.19,0.05,0.19,1.5,1.5,3.4,0.07,0.16,0.22,0.07,0.22
35,Emiliano Amor\Emiliano-Amor,ar ARG,DF,Sporting KC,22,1995,5,3,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.01,0.08,0.09,0.01,0.09
36,Vytas Andriuškevičius\Vytas-Andriuskevicius,lt LTU,DFFW,Portland,27,1990,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Isaac Angking\Isaac-Angking,us USA,MFFW,New England,18,2000,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.47,0.98,2.45,1.47,2.45
38,Jalil Anibaba\Jalil-Anibaba,us USA,DF,New England,29,1988,31,29,2708,0,1,0,0,3,0,0,0.03,0.03,0,0.03,0.5,0.5,0.7,0.02,0.02,0.04,0.02,0.04
39,Pablo Aránguiz\Pablo-Aranguiz,cl CHI,FWMF,FC Dallas,20,1997,9,3,283,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.1,0.08,0.39,0.47,0.08,0.47
40,Victor Arboleda\Victor-Arboleda,co COL,FW,Portland,21,1997,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06
41,Luis Argudo\Luis-Argudo,us USA,FWMF,Columbus,22,1995,18,6,634,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.8,0.08,0.12,0.2,0.08,0.2
42,Samuel Armenteros\Samuel-Armenteros,se SWE,FW,Portland,27,1990,28,19,1585,8,1,0,0,2,0,0.45,0.06,0.51,0.45,0.51,6.6,6.6,2,0.38,0.12,0.49,0.38,0.49
43,Paul Arriola\Paul-Arriola,us USA,MFFW,D.C. United,22,1995,28,25,2177,7,6,0,0,7,1,0.29,0.25,0.54,0.29,0.54,3.7,3.7,3.7,0.15,0.15,0.31,0.15,0.31
44,Artur\Artur,br BRA,MF,Columbus,21,1996,32,32,2780,0,1,0,0,5,0,0,0.03,0.03,0,0.03,2.2,2.2,1.3,0.07,0.04,0.11,0.07,0.11
45,Yamil Asad\Yamil-Asad,ar ARG,MFFW,D.C. United,23,1994,30,27,2359,9,5,1,1,1,0,0.34,0.19,0.53,0.31,0.5,5.4,4.6,3,0.2,0.11,0.32,0.18,0.29
46,Carlos Ascues\Carlos-Ascues,pe PER,DFMF,Orlando City,25,1992,9,9,753,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.04,0.02,0.05,0.04,0.05
47,Dairon Asprilla\Dairon-Asprilla,co COL,FWMF,Portland,25,1992,17,7,693,1,0,1,1,3,0,0.13,0,0.13,0,0,2.6,1.8,1.6,0.34,0.21,0.55,0.24,0.45
48,Jeff Attinella\Jeff-Attinella,us USA,GK,Portland,29,1988,22,22,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
49,Eduard Atuesta\Eduard-Atuesta,co COL,MF,Los Angeles FC,20,1997,25,16,1507,1,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,1,1,1.6,0.06,0.1,0.16,0.06,0.16
50,Auro\Auro,br BRA,DFMF,Toronto FC,22,1996,18,16,1424,0,3,0,0,3,0,0,0.19,0.19,0,0.19,0.8,0.8,2.3,0.05,0.14,0.19,0.05,0.19
51,Kwame Awuah\Kwame-Awuah,ca CAN,MFFW,NYCFC,22,1995,6,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.09,0.12,0.03,0.12
52,Micheal Azira\Micheal-Azira,ug UGA,MF,Montreal,30,1987,10,8,724,1,0,0,0,2,0,0.12,0,0.12,0.12,0.12,0.5,0.5,0,0.06,0,0.06,0.06,0.06
53,Micheal Azira\Micheal-Azira,ug UGA,MF,Colorado,30,1987,5,3,275,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.02,0,0.02,0.02,0.02
54,Dominique Badji\Dominique-Badji,sn SEN,FW,Colorado,25,1992,16,15,1340,7,1,0,0,6,0,0.47,0.07,0.54,0.47,0.54,6.7,6.7,0.7,0.45,0.05,0.49,0.45,0.49
55,Dominique Badji\Dominique-Badji,sn SEN,FW,FC Dallas,25,1992,10,9,613,2,1,0,0,0,0,0.29,0.15,0.44,0.29,0.44,2.3,2.3,1,0.37,0.17,0.54,0.37,0.54
56,Corey Baird\Corey-Baird,us USA,FW,Real Salt Lake,22,1996,31,21,1898,8,5,0,0,4,0,0.38,0.24,0.62,0.38,0.62,7.2,7.2,2.8,0.34,0.13,0.48,0.34,0.48
57,Jon Bakero\Jon-Bakero,es ESP,FW,Toronto FC,21,1996,3,2,148,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.14,0.02,0.15,0.14,0.15
58,Jon Bakero\Jon-Bakero,es ESP,MFFW,Chicago,21,1996,4,1,78,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.27,0.4,0.67,0.27,0.67
59,Ezequiel Barco\Ezequiel-Barco,ar ARG,FWMF,Atlanta,18,1999,26,19,1723,4,2,0,0,2,0,0.21,0.1,0.31,0.21,0.31,3.4,3.4,4.4,0.18,0.23,0.41,0.18,0.41
60,Giles Barnes\Giles-Barnes,jm JAM,FWMF,Colorado,29,1988,12,6,545,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.01,0.08,0.09,0.01,0.09
61,Michael Barrios\Michael-Barrios,co COL,FWMF,FC Dallas,26,1991,34,29,2530,6,5,0,0,3,0,0.21,0.18,0.39,0.21,0.39,8.3,8.3,7.8,0.3,0.29,0.59,0.3,0.59
62,Shawn Barry\Shawn-Barry,pr PUR,DF,Real Salt Lake,27,1990,4,3,202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
63,Cole Bassett\Cole-Bassett,us USA,MF,Colorado,16,2001,6,3,309,1,0,0,0,0,0,0.29,0,0.29,0.29,0.29,1.1,1.1,0.2,0.31,0.05,0.35,0.31,0.35
64,DaMarcus Beasley\DaMarcus-Beasley,us USA,DF,Houston,35,1982,26,26,2206,1,2,0,0,0,1,0.04,0.08,0.12,0.04,0.12,0.5,0.5,2,0.02,0.08,0.1,0.02,0.1
65,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,35,1982,31,29,2622,1,0,0,0,8,0,0.03,0,0.03,0.03,0.03,1,1,1.4,0.03,0.05,0.08,0.03,0.08
66,Alejandro Bedoya\Alejandro-Bedoya,us USA,MF,Philadelphia,30,1987,33,31,2778,3,5,0,0,7,1,0.1,0.16,0.26,0.1,0.26,3.8,3.8,5.7,0.12,0.18,0.31,0.12,0.31
67,Steven Beitashour\Steven-Beitashour,ir IRN,DF,Los Angeles FC,30,1987,30,30,2641,2,3,0,0,3,0,0.07,0.1,0.17,0.07,0.17,1.5,1.5,2.9,0.05,0.1,0.16,0.05,0.16
68,Louis Béland-Goyette\Louis-Beland-Goyette,ca CAN,MFFW,Montreal,22,1995,4,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
69,George Bello\George-Bello,us USA,MFDF,Atlanta,16,2002,3,2,177,1,0,0,0,0,0,0.51,0,0.51,0.51,0.51,0.2,0.2,0.4,0.11,0.18,0.29,0.11,0.29
70,Kharlton Belmar\Kharlton-Belmar,us USA,FWMF,Sporting KC,25,1992,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.16,0.1,0.25,0.16,0.25
71,Joe Bendik\Joe-Bendik,us USA,GK,Orlando City,28,1989,25,24,2219,0,0,0,0,3,0,0,0,0,0,0,0,0,0.3,0,0.01,0.01,0,0.01
72,Matt Besler\Matt-Besler,us USA,DF,Sporting KC,30,1987,31,31,2745,0,2,0,0,2,0,0,0.07,0.07,0,0.07,0,0,1.5,0,0.05,0.05,0,0.05
73,Nick Besler\Nick-Besler,us USA,DFMF,Real Salt Lake,24,1993,22,15,1435,1,0,0,0,1,0,0.06,0,0.06,0.06,0.06,0.7,0.7,0,0.04,0,0.04,0.04,0.04
74,Vincent Bezecourt\Vincent-Bezecourt,fr FRA,MFFW,NY Red Bulls,24,1993,9,5,396,0,1,0,0,1,0,0,0.23,0.23,0,0.23,0.4,0.4,0.6,0.1,0.14,0.24,0.1,0.24
75,David Bingham\David-Bingham,us USA,GK,LA Galaxy,28,1989,34,34,3060,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Eric Bird\Eric-Bird,us USA,MF,Houston,24,1993,6,4,340,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.12,0.02,0.14,0.12,0.14
77,Steve Birnbaum\Steve-Birnbaum,us USA,DF,D.C. United,27,1991,34,34,3060,2,0,0,0,4,0,0.06,0,0.06,0.06,0.06,1.2,1.2,0.4,0.04,0.01,0.05,0.04,0.05
78,Tristan Blackmon\Tristan-Blackmon,us USA,DF,Los Angeles FC,21,1996,10,5,496,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.02,0.03,0.05,0.02,0.05
79,Andre Blake\Andre-Blake,jm JAM,GK,Philadelphia,27,1990,33,33,2970,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Sebastián Blanco\Sebastian-Blanco,ar ARG,MFFW,Portland,29,1988,31,29,2559,10,8,0,0,9,0,0.35,0.28,0.63,0.35,0.63,6.2,6.2,8.8,0.22,0.31,0.53,0.22,0.53
81,Latif Blessing\Latif-Blessing,gh GHA,FWMF,Los Angeles FC,21,1996,30,18,1808,5,6,0,0,0,0,0.25,0.3,0.55,0.25,0.55,7.2,7.2,3.7,0.38,0.19,0.57,0.38,0.57
82,Johan Blomberg\Johan-Blomberg,se SWE,MFDF,Colorado,30,1987,24,21,1649,0,3,0,0,5,0,0,0.16,0.16,0,0.16,0.8,0.8,2.4,0.04,0.13,0.17,0.04,0.17
83,Anthony Blondell\Anthony-Blondell,ve VEN,FW,Vancouver,23,1994,18,8,645,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,1.6,1.6,1.1,0.23,0.15,0.38,0.23,0.38
84,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FW,LA Galaxy,24,1994,27,12,1192,2,5,0,0,2,0,0.15,0.38,0.53,0.15,0.53,3,3,2.2,0.22,0.16,0.39,0.22,0.39
85,Fernando Bob\Fernando-Bob,br BRA,MF,Minnesota,30,1988,7,7,614,0,0,0,0,2,1,0,0,0,0,0,0,0,0.2,0.01,0.03,0.04,0.01,0.04
86,Yannick Boli\Yannick-Boli,ci CIV,FW,Colorado,30,1988,17,9,769,2,0,1,1,3,1,0.23,0,0.23,0.12,0.12,2.9,2.1,0.2,0.34,0.03,0.36,0.25,0.27
87,Alex Bono\Alex-Bono,us USA,GK,Toronto FC,23,1994,27,27,2430,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
88,Stefano Bonomo\Stefano-Bonomo,us USA,FW,NY Red Bulls,25,1993,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.73,0,0.73
89,Michael Boxall\Michael-Boxall,nz NZL,DF,Minnesota,29,1988,32,32,2880,2,0,0,0,7,0,0.06,0,0.06,0.06,0.06,1,1,0.4,0.03,0.01,0.04,0.03,0.04
90,Michael Bradley\Michael-Bradley,us USA,MFDF,Toronto FC,30,1987,32,32,2856,0,2,0,0,6,0,0,0.06,0.06,0,0.06,0.7,0.7,2,0.02,0.06,0.08,0.02,0.08
91,Shaft Brewer\Shaft-Brewer,us USA,FW,Los Angeles FC,18,1999,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.74,0.85,1.59,0.74,1.59
92,Frédéric Brillant\Frederic-Brillant,fr FRA,DF,D.C. United,32,1985,27,24,2182,0,1,0,0,1,0,0,0.04,0.04,0,0.04,1,1,0.7,0.04,0.03,0.07,0.04,0.07
93,Brandt Bronico\Brandt-Bronico,us USA,MF,Chicago,22,1995,23,17,1532,1,4,0,0,4,0,0.06,0.23,0.29,0.06,0.29,1.5,1.5,1.2,0.09,0.07,0.16,0.09,0.16
94,Will Bruin\Will-Bruin,us USA,FW,Seattle,28,1989,29,19,1797,7,5,0,0,1,0,0.35,0.25,0.6,0.35,0.6,5.9,5.9,3.2,0.3,0.16,0.46,0.3,0.46
95,Teal Bunbury\Teal-Bunbury,us USA,FW,New England,27,1990,32,30,2559,11,2,1,2,5,0,0.39,0.07,0.46,0.35,0.42,10.8,9.3,2.1,0.38,0.07,0.45,0.33,0.4
96,Marc Burch\Marc-Burch,us USA,DF,Minnesota,33,1984,6,5,403,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.08,0.08,0,0.08
97,Cory Burke\Cory-Burke,jm JAM,FW,Philadelphia,26,1991,29,15,1433,10,1,0,0,4,1,0.63,0.06,0.69,0.63,0.69,9,9,1.1,0.57,0.07,0.64,0.57,0.64
98,Evan Bush\Evan-Bush,us USA,GK,Montreal,31,1986,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Gianluca Busio\Gianluca-Busio,us USA,MF,Sporting KC,15,2002,7,1,159,1,1,0,0,0,0,0.57,0.57,1.13,0.57,1.13,1.5,1.5,0.3,0.87,0.18,1.05,0.87,1.05
100,Handwalla Bwana\Handwalla-Bwana,us USA,FWMF,Seattle,20,1997,12,6,490,2,1,0,0,0,0,0.37,0.18,0.55,0.37,0.55,0.9,0.9,0.5,0.17,0.09,0.26,0.17,0.26
101,Brandon Bye\Brandon-Bye,us USA,DF,New England,22,1995,24,16,1474,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,0.3,0.03,0.02,0.05,0.03,0.05
102,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Montreal,24,1993,13,10,922,0,0,0,0,2,1,0,0,0,0,0,0.2,0.2,0,0.02,0,0.02,0.02,0.02
103,Luís Caicedo\Luis-Caicedo,co COL,MF,New England,21,1996,30,29,2589,1,3,0,0,11,0,0.03,0.1,0.14,0.03,0.14,1.8,1.8,1.3,0.06,0.05,0.11,0.06,0.11
104,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,26,1991,24,20,1516,2,0,0,0,8,1,0.12,0,0.12,0.12,0.12,2.3,2.3,1,0.14,0.06,0.2,0.14,0.2
105,Alexander Callens\Alexander-Callens,pe PER,DF,NYCFC,25,1992,31,31,2748,1,0,0,0,6,0,0.03,0,0.03,0.03,0.03,1.7,1.7,0.4,0.06,0.01,0.07,0.06,0.07
106,Caleb Calvert\Caleb-Calvert,us USA,FW,Colorado,21,1996,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.65,0.09,0.74,0.65,0.74
107,Eric Calvillo\Eric-Calvillo,us USA,MF,San Jose,20,1998,3,2,164,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.08,0.09,0.17,0.08,0.17
108,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Minnesota,25,1992,26,26,2338,2,2,0,0,10,1,0.08,0.08,0.15,0.08,0.15,1.5,1.5,1.5,0.06,0.06,0.12,0.06,0.12
109,Rudy Camacho\Rudy-Camacho,fr FRA,DF,Montreal,26,1991,18,18,1565,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0,0.04,0,0.05,0.04,0.05
110,Jonathan Campbell\Jonathan-Campbell,us USA,DF,Chicago,24,1993,15,11,1007,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.02,0,0.03,0.02,0.03
111,Diego Campos\Diego-Campos,cr CRC,FWDF,Chicago,22,1995,23,13,1199,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,2,2,1.8,0.15,0.14,0.29,0.15,0.29
112,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,19,1998,33,33,2918,1,2,0,0,4,0,0.03,0.06,0.09,0.03,0.09,0.7,0.7,2.3,0.02,0.07,0.1,0.02,0.1
113,Russell Canouse\Russell-Canouse,us USA,MF,D.C. United,22,1995,20,17,1534,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,1.1,1.1,0.2,0.06,0.01,0.07,0.06,0.07
114,Andrew Carleton\Andrew-Carleton,us USA,FWMF,Atlanta,17,2000,7,2,161,0,1,0,0,0,0,0,0.56,0.56,0,0.56,0.3,0.3,0.5,0.18,0.27,0.44,0.18,0.44
115,Servando Carrasco\Servando-Carrasco,us USA,MF,LA Galaxy,29,1988,19,10,1004,0,2,0,0,3,0,0,0.18,0.18,0,0.18,0.3,0.3,1,0.03,0.09,0.12,0.03,0.12
116,Julio Cascante\Julio-Cascante,cr CRC,DF,Portland,24,1993,21,18,1732,0,1,0,0,1,0,0,0.05,0.05,0,0.05,1.2,1.2,0.1,0.06,0,0.07,0.06,0.07
117,Cristian Cásseres Jr.\Cristian-Casseres-Jr,ve VEN,MF,NY Red Bulls,18,2000,3,1,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
118,Valentín Castellanos\Valentin-Castellanos,ar ARG,FW,NYCFC,19,1998,8,5,446,1,0,0,0,2,0,0.2,0,0.2,0.2,0.2,2.8,2.8,0.4,0.56,0.08,0.64,0.56,0.64
119,Edgar Castillo\Edgar-Castillo,us USA,DFMF,Colorado,31,1986,28,28,2439,3,5,0,0,7,0,0.11,0.18,0.3,0.11,0.3,0.9,0.9,3.2,0.03,0.12,0.15,0.03,0.15
120,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Houston,28,1989,24,20,1861,1,0,0,0,9,1,0.05,0,0.05,0.05,0.05,0.3,0.3,0.6,0.01,0.03,0.04,0.01,0.04
121,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,28,1989,18,18,1569,1,0,0,0,2,1,0.06,0,0.06,0.06,0.06,0.7,0.7,0.1,0.04,0,0.04,0.04,0.04
122,Jay Chapman\Jay-Chapman,ca CAN,MFFW,Toronto FC,24,1994,22,10,987,3,1,0,0,2,0,0.27,0.09,0.36,0.27,0.36,2.8,2.8,2.6,0.25,0.24,0.49,0.25,0.49
123,Diego Chará\Diego-Chara,co COL,MF,Portland,31,1986,27,26,2385,2,0,0,0,11,0,0.08,0,0.08,0.08,0.08,1.9,1.9,1.9,0.07,0.07,0.14,0.07,0.14
124,David Choinière\David-Choiniere,ca CAN,MF,Montreal,20,1997,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Mathieu Choiniere\Mathieu-Choiniere,ca CAN,FWMF,Montreal,18,1999,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.11,0.08,0.18,0.11,0.18
126,Paul Christensen\Paul-Christensen,us USA,GK,Atlanta,21,1996,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
