Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min
375,Lucas Ontivero\Lucas-Ontivero,ar ARG,MF,Montreal,21,1994,21,12,975,2,2,0,0,4,0,0.18,0.18,0.37,0.18,0.37
376,Ike Opara\Ike-Opara,us USA,DF,Sporting KC,26,1989,25,16,1547,1,2,0,0,4,2,0.06,0.12,0.17,0.06,0.17
377,Kofi Opare\Kofi-Opare,ca CAN,DF,D.C. United,25,1990,10,10,874,0,0,0,0,2,3,0,0,0,0,0
378,Jonathan Osorio\Jonathan-Osorio,ca CAN,MFFW,Toronto FC,23,1992,30,26,2437,2,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15
379,Karl Ouimette\Karl-Ouimette,ca CAN,DF,NY Red Bulls,23,1992,7,6,582,0,0,0,0,0,0,0,0,0,0,0
380,David Ousted\David-Ousted,dk DEN,GK,Vancouver,30,1985,33,33,2970,0,0,0,0,0,0,0,0,0,0,0
381,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DF,Montreal,24,1991,27,26,2317,0,5,0,0,4,1,0,0.19,0.19,0,0.19
382,Marco Pappa\Marco-Pappa,gt GUA,MF,Colorado,28,1987,20,10,896,2,3,0,0,2,0,0.2,0.3,0.5,0.2,0.5
383,Tim Parker\Tim-Parker,us USA,DF,Vancouver,22,1993,29,28,2552,0,0,0,0,1,0,0,0,0,0,0
384,Michael Parkhurst\Michael-Parkhurst,us USA,DF,Columbus,32,1984,34,34,3034,0,2,0,0,2,1,0,0.06,0.06,0,0.06
385,Taylor Peay\Taylor-Peay,us USA,DF,Portland,24,1991,2,1,110,0,0,0,0,0,0,0,0,0,0,0
386,Blas Pérez\Blas-Perez,pa PAN,MFFW,Vancouver,34,1981,22,5,765,2,1,0,0,5,0,0.24,0.12,0.35,0.24,0.35
387,Damien Perquis\Damien-Perquis,pl POL,DF,Toronto FC,31,1984,12,11,985,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18
388,Damien Perrinelle\Damien-Perrinelle,fr FRA,DF,NY Red Bulls,32,1983,10,7,728,0,0,0,0,2,0,0,0,0,0,0
389,Jacob Peterson\Jacob-Peterson,us USA,FW,Sporting KC,30,1986,21,18,1491,6,1,0,0,0,0,0.36,0.06,0.42,0.36,0.42
390,Demar Phillips\Demar-Phillips,jm JAM,DF,Real Salt Lake,32,1983,29,23,2183,0,4,0,0,3,2,0,0.16,0.16,0,0.16
391,Ignacio Piatti\Ignacio-Piatti,ar ARG,MFFW,Montreal,30,1985,32,31,2818,17,5,3,3,5,0,0.54,0.16,0.7,0.45,0.61
392,Andrea Pirlo\Andrea-Pirlo,it ITA,MF,NYCFC,36,1979,32,32,2761,1,6,0,0,4,0,0.03,0.2,0.23,0.03,0.23
393,Timo Pitter\Timo-Pitter,de GER,MF,FC Dallas,23,1992,1,0,10,0,0,0,0,0,0,0,0,0,0,0
394,Joao Plata\Joao-Plata,ec ECU,FW,Real Salt Lake,23,1992,30,28,2472,9,8,2,3,4,0,0.33,0.29,0.62,0.25,0.55
395,Kwadwo Poku\Kwadwo-Poku,gh GHA,MF,NYCFC,23,1992,7,3,268,1,0,0,0,0,0,0.34,0,0.34,0.34,0.34
396,Matt Polster\Matt-Polster,us USA,MF,Chicago,22,1993,27,24,2103,2,1,0,0,5,0,0.09,0.04,0.13,0.09,0.13
397,Chris Pontius\Chris-Pontius,us USA,MF,Philadelphia,28,1987,33,32,2552,12,4,0,0,2,0,0.42,0.14,0.56,0.42,0.56
398,Cameron Porter\Cameron-Porter,us USA,FW,Sporting KC,22,1993,2,0,34,0,0,0,0,0,0,0,0,0,0,0
399,Alvas Powell\Alvas-Powell,jm JAM,DF,Portland,21,1994,23,23,2011,0,1,0,0,4,0,0,0.04,0.04,0,0.04
400,Dillon Powers\Dillon-Powers,us USA,MF,Colorado,24,1991,29,24,2121,1,4,0,0,4,0,0.04,0.17,0.21,0.04,0.21
401,Alberto Quintero\Alberto-Quintero,pa PAN,MF,San Jose,28,1987,30,29,2211,3,4,0,0,4,1,0.12,0.16,0.28,0.12,0.28
402,Jordi Quintillà\Jordi-Quintilla,es ESP,MF,Sporting KC,22,1993,6,6,407,0,1,0,0,1,0,0,0.22,0.22,0,0.22
403,Rafael Ramos\Rafael-Ramos,pt POR,DF,Orlando City,21,1995,12,12,1013,0,3,0,0,2,0,0,0.27,0.27,0,0.27
404,Rodrigo Ramos\Rodrigo-Ramos,br BRA,DFMF,Chicago,20,1995,21,16,1485,0,2,0,0,4,0,0,0.12,0.12,0,0.12
405,Tommy Redding\Tommy-Redding,us USA,DF,Orlando City,19,1997,18,16,1346,0,0,0,0,2,0,0,0,0,0,0
406,Dylan Remick\Dylan-Remick,us USA,DF,Seattle,24,1991,11,6,538,0,0,0,0,1,0,0,0,0,0,0
407,Wálter Restrepo\Walter-Restrepo,co COL,MF,Philadelphia,27,1988,4,0,85,0,1,0,0,0,0,0,1.06,1.06,0,1.06
408,Pedro Ribeiro\Pedro-Ribeiro,br BRA,MF,Orlando City,25,1990,3,1,154,0,0,0,0,1,0,0,0,0,0,0
409,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FW,Toronto FC,28,1987,11,4,403,3,0,0,0,1,2,0.67,0,0.67,0.67,0.67
410,Liam Ridgewell\Liam-Ridgewell,eng ENG,DF,Portland,31,1984,22,22,1980,1,0,0,0,6,0,0.05,0,0.05,0.05,0.05
411,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,36,1979,30,30,2700,0,0,0,0,0,0,0,0,0,0,0
412,Carlos Rivas\Carlos-Rivas,co COL,FWMF,Orlando City,21,1994,21,8,804,3,3,0,0,5,0,0.34,0.34,0.67,0.34,0.67
413,Octavio Rivero\Octavio-Rivero,uy URU,FW,Vancouver,24,1992,12,9,755,2,0,0,0,4,0,0.24,0,0.24,0.24,0.24
414,Jalen Robinson\Jalen-Robinson,us USA,DF,D.C. United,21,1994,4,3,272,0,0,0,0,0,0,0,0,0,0,0
415,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,31,1984,34,34,3060,0,0,0,0,3,0,0,0,0,0,0
416,David Rocha\David-Rocha,es ESP,MF,Houston,30,1985,4,0,60,0,0,0,0,0,0,0,0,0,0,0
417,Tony Rocha\Tony-Rocha,bz BLZ,MF,Orlando City,22,1993,8,2,304,0,0,0,0,1,0,0,0,0,0,0
418,Raúl Rodríguez\Raul-Rodriguez,es ESP,DF,Houston,28,1987,25,24,2127,1,0,0,0,3,0,0.04,0,0.04,0.04,0.04
419,Robbie Rogers\Robbie-Rogers,us USA,DF,LA Galaxy,28,1987,21,19,1656,1,2,0,0,2,0,0.05,0.11,0.16,0.05,0.16
420,Cristian Roldan\Cristian-Roldan,us USA,MF,Seattle,20,1995,33,28,2633,4,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21
421,Chris Rolfe\Chris-Rolfe,us USA,MFFW,D.C. United,33,1983,9,9,634,0,0,0,0,2,0,0,0,0,0,0
422,David Romney\David-Romney,us USA,DF,LA Galaxy,22,1993,10,8,731,0,1,0,0,1,0,0,0.12,0.12,0,0.12
423,Mauro Rosales\Mauro-Rosales,ar ARG,MF,FC Dallas,34,1981,23,4,558,2,3,0,0,2,0,0.32,0.48,0.81,0.32,0.81
424,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Philadelphia,22,1993,34,34,3060,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06
425,Brian Rowe\Brian-Rowe,us USA,GK,LA Galaxy,27,1988,31,30,2765,0,0,0,0,0,0,0,0,0,0,0
426,Kelyn Rowe\Kelyn-Rowe,us USA,MF,New England,24,1991,33,32,2782,5,6,0,0,2,0,0.16,0.19,0.36,0.16,0.36
427,Daniel Royer\Daniel-Royer,at AUT,MF,NY Red Bulls,25,1990,6,3,275,1,1,0,0,0,0,0.33,0.33,0.65,0.33,0.65
428,Diego Rubio\Diego-Rubio,cl CHI,FW,Sporting KC,22,1993,15,3,338,1,0,0,0,2,0,0.27,0,0.27,0.27,0.27
429,Carlos Ruíz\Carlos-Ruiz,gt GUA,FW,FC Dallas,36,1979,1,0,14,1,0,0,0,0,0,6.43,0,6.43,6.43,6.43
430,Álvaro Saborío\Alvaro-Saborio,cr CRC,FW,D.C. United,33,1982,19,8,895,6,1,0,0,0,0,0.6,0.1,0.7,0.6,0.7
431,Mohammed Saeid\Mohammed-Saeid,er ERI,MF,Columbus,25,1990,25,24,2007,0,5,0,0,2,0,0,0.22,0.22,0,0.22
432,Michael Salazar\Michael-Salazar,bz BLZ,MFFW,Montreal,23,1992,17,8,712,2,0,0,0,1,0,0.25,0,0.25,0.25,0.25
433,Shea Salinas\Shea-Salinas,us USA,MF,San Jose,29,1986,33,8,1245,1,5,0,0,0,0,0.07,0.36,0.43,0.07,0.43
434,Lloyd Sam\Lloyd-Sam,gh GHA,MF,NY Red Bulls,31,1984,16,13,1048,1,4,0,0,2,0,0.09,0.34,0.43,0.09,0.43
435,Lloyd Sam\Lloyd-Sam,gh GHA,MF,D.C. United,31,1984,13,13,960,3,2,0,0,1,0,0.28,0.19,0.47,0.28,0.47
436,Sambinha\Sambinha,gw GNB,MF,New England,23,1992,2,1,92,0,0,0,0,0,0,0,0,0,0,0
437,Devon Sandoval\Devon-Sandoval,us USA,FW,Real Salt Lake,24,1991,12,2,234,0,0,0,0,0,0,0,0,0,0,0
438,C.J. Sapong\CJ-Sapong,us USA,FW,Philadelphia,27,1988,31,29,2531,7,2,1,1,1,0,0.25,0.07,0.32,0.21,0.28
439,Rodrigo Saravia\Rodrigo-Saravia,gt GUA,DF,Columbus,22,1993,10,1,214,0,0,0,0,0,0,0,0,0,0,0
440,Kofi Sarkodie\Kofi-Sarkodie,us USA,DF,San Jose,24,1991,13,12,1040,0,0,0,0,0,0,0,0,0,0,0
441,Marcelo Sarvas\Marcelo-Sarvas,br BRA,MF,D.C. United,34,1981,28,26,2243,1,2,1,1,11,1,0.04,0.08,0.12,0,0.08
442,Josh Saunders\Josh-Saunders,pr PUR,GK,NYCFC,34,1981,33,33,2970,0,0,0,0,3,0,0,0,0,0,0
443,Gastón Sauro\Gaston-Sauro,ar ARG,DF,Columbus,25,1990,13,12,917,0,0,0,0,3,0,0,0,0,0,0
444,Chris Schuler\Chris-Schuler,us USA,DF,Real Salt Lake,28,1987,4,3,271,0,0,0,0,0,0,0,0,0,0,0
445,Zach Scott\Zach-Scott,us USA,DF,Seattle,35,1980,14,9,888,0,0,0,0,2,0,0,0,0,0,0
446,Cole Seiler\Cole-Seiler,us USA,DF,Vancouver,21,1994,2,2,180,0,0,0,0,0,0,0,0,0,0,0
447,Chris Seitz\Chris-Seitz,us USA,GK,FC Dallas,28,1987,28,28,2520,0,0,0,0,1,0,0,0,0,0,0
448,Dillon Serna\Dillon-Serna,us USA,MFDF,Colorado,21,1994,9,3,284,1,0,0,0,1,0,0.32,0,0.32,0.32,0.32
449,Brek Shea\Brek-Shea,us USA,DFMF,Orlando City,25,1990,27,22,2003,3,2,0,0,9,0,0.13,0.09,0.22,0.13,0.22
450,Khiry Shelton\Khiry-Shelton,us USA,FW,NYCFC,22,1993,22,13,1160,4,6,0,0,0,0,0.31,0.47,0.78,0.31,0.78
451,Harry Shipp\Harry-Shipp,us USA,MF,Montreal,24,1991,27,20,1587,2,3,0,0,2,0,0.11,0.17,0.28,0.11,0.28
452,Bobby Shuttleworth\Bobby-Shuttleworth,us USA,GK,New England,28,1987,21,20,1816,0,0,0,0,1,1,0,0,0,0,0
453,Matheus Silva\Matheus-Silva,br BRA,MF,San Jose,19,1996,4,2,140,0,0,0,0,1,0,0,0,0,0,0
454,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,29,1987,9,6,533,0,0,0,0,2,0,0,0,0,0,0
455,Axel Sjöberg\Axel-Sjoberg,se SWE,DF,Colorado,24,1991,31,31,2771,2,1,0,0,6,0,0.06,0.03,0.1,0.06,0.1
456,Donnie Smith\Donnie-Smith,us USA,DF,New England,25,1990,3,2,214,0,0,0,0,0,0,0,0,0,0,0
457,Jordan Smith\Jordan-Smith,cr CRC,DF,Vancouver,24,1991,17,15,1266,0,0,0,0,2,1,0,0,0,0,0
458,Luis Solignac\Luis-Solignac,ar ARG,MFFW,Colorado,24,1991,18,12,1106,3,2,0,0,0,0,0.24,0.16,0.41,0.24,0.41
459,Luis Solignac\Luis-Solignac,ar ARG,FWMF,Chicago,24,1991,13,12,1070,2,0,0,0,1,1,0.17,0,0.17,0.17,0.17
460,Michael Stephens\Michael-Stephens,us USA,MF,Chicago,26,1989,17,11,949,0,1,0,0,1,0,0,0.09,0.09,0,0.09
461,Daniel Steres\Daniel-Steres,us USA,DF,LA Galaxy,25,1990,31,29,2656,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07
462,John Stertzer\John-Stertzer,us USA,MF,Real Salt Lake,25,1990,18,9,781,0,1,0,0,0,0,0,0.12,0.12,0,0.12
463,Jordan Stewart\Jordan-Stewart,eng ENG,DF,San Jose,33,1982,15,14,1220,0,1,0,0,4,0,0,0.07,0.07,0,0.07
464,Brad Stuver\Brad-Stuver,us USA,GK,Columbus,24,1991,2,2,180,0,0,0,0,0,0,0,0,0,0,0
465,Sunny\Sunny,ng NGA,MF,Real Salt Lake,27,1988,15,15,1106,1,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16
466,Ben Swanson\Ben-Swanson,us USA,MF,Columbus,18,1997,1,0,17,0,0,0,0,0,0,0,0,0,0,0
467,Andrew Tarbell\Andrew-Tarbell,us USA,GK,San Jose,22,1993,1,1,44,0,0,0,0,0,0,0,0,0,0,0
468,Amro Tarek\Amro-Tarek,eg EGY,DF,Columbus,23,1992,1,0,3,0,0,0,0,0,0,0,0,0,0,0
469,Jermaine Taylor\Jermaine-Taylor,jm JAM,DF,Portland,31,1985,23,21,1839,0,2,0,0,4,0,0,0.1,0.1,0,0.1
470,Steven Taylor\Steven-Taylor,eng ENG,DF,Portland,30,1986,9,9,810,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11
471,Tony Taylor\Tony-Taylor,pa PAN,FWMF,NYCFC,26,1989,14,7,607,2,1,0,0,2,0,0.3,0.15,0.44,0.3,0.44
472,Tony Tchani\Tony-Tchani,cm CMR,MF,Columbus,26,1989,21,20,1790,1,2,0,0,8,1,0.05,0.1,0.15,0.05,0.15
473,Cristian Techera\Cristian-Techera,uy URU,MF,Vancouver,23,1992,29,19,1583,2,1,1,1,3,0,0.11,0.06,0.17,0.06,0.11
474,Russell Teibert\Russell-Teibert,ca CAN,MF,Vancouver,23,1992,11,8,697,0,0,0,0,1,0,0,0,0,0,0
475,Khaly Thiam\Khaly-Thiam,sn SEN,MF,Chicago,22,1994,20,15,1284,1,0,0,0,3,1,0.07,0,0.07,0.07,0.07
476,Tommy Thompson\Tommy-Thompson,us USA,MF,San Jose,20,1995,17,9,828,0,0,0,0,2,0,0,0,0,0,0
477,Chris Tierney\Chris-Tierney,us USA,DF,New England,30,1986,28,27,2317,2,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16
478,Maxim Tissot\Maxim-Tissot,ca CAN,DF,Montreal,23,1992,7,5,518,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17
479,Donny Toia\Donny-Toia,us USA,DF,Montreal,23,1992,17,15,1367,0,2,0,0,2,0,0,0.13,0.13,0,0.13
480,Paolo Tornaghi\Paolo-Tornaghi,it ITA,GK,Vancouver,27,1988,1,1,90,0,0,0,0,0,0,0,0,0,0,0
481,Erick Torres\Erick-Torres,mx MEX,FW,Houston,23,1993,11,4,404,0,1,0,0,1,0,0,0.22,0.22,0,0.22
482,Román Torres\Roman-Torres,pa PAN,DF,Seattle,29,1986,9,8,765,0,0,0,0,1,0,0,0,0,0,0
483,Wil Trapp\Wil-Trapp,us USA,MF,Columbus,23,1993,30,29,2542,0,1,0,0,5,0,0,0.04,0.04,0,0.04
484,Ken Tribbett\Ken-Tribbett,us USA,DF,Philadelphia,23,1992,22,19,1729,2,0,0,0,4,0,0.1,0,0.1,0.1,0.1
485,Victor Ulloa\Victor-Ulloa,us USA,MF,FC Dallas,23,1992,32,18,1683,2,0,0,0,2,0,0.11,0,0.11,0.11,0.11
486,Maximiliano Urruti\Maximiliano-Urruti,ar ARG,FW,FC Dallas,24,1991,30,29,2473,9,3,0,0,4,0,0.33,0.11,0.44,0.33,0.44
487,Nelson Valdez\Nelson-Valdez,py PAR,FW,Seattle,32,1983,24,8,910,0,1,0,0,4,0,0,0.1,0.1,0,0.1
488,Zarek Valentin\Zarek-Valentin,us USA,DF,Portland,24,1991,20,18,1605,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11
489,Diego Valeri\Diego-Valeri,ar ARG,MF,Portland,29,1986,30,30,2629,14,6,4,4,2,2,0.48,0.21,0.68,0.34,0.55
490,Jelle Van Damme\Jelle-Van-Damme,be BEL,DF,LA Galaxy,32,1983,28,28,2432,0,2,0,0,9,0,0,0.07,0.07,0,0.07
491,Johan Venegas\Johan-Venegas,cr CRC,MFFW,Montreal,27,1988,20,7,690,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26
492,Gonzalo Verón\Gonzalo-Veron,ar ARG,MFFW,NY Red Bulls,26,1989,23,6,642,3,0,0,0,1,1,0.42,0,0.42,0.42,0.42
493,David Villa\David-Villa,es ESP,FW,NYCFC,34,1981,33,32,2869,23,4,5,6,5,0,0.72,0.13,0.85,0.56,0.69
494,Jose Villarreal\Jose-Villarreal,us USA,FWMF,LA Galaxy,22,1993,3,0,19,0,0,0,0,1,0,0,0,0,0,0
495,Brandon Vincent\Brandon-Vincent,us USA,DF,Chicago,21,1994,26,24,2191,0,2,0,0,1,0,0,0.08,0.08,0,0.08
496,Rob Vincent\Rob-Vincent,eng ENG,MF,D.C. United,25,1990,20,12,1142,2,1,0,0,4,0,0.16,0.08,0.24,0.16,0.24
497,Tyson Wahl\Tyson-Wahl,us USA,DF,Columbus,31,1984,13,11,1015,0,0,0,0,2,1,0,0,0,0,0
498,Collen Warner\Collen-Warner,us USA,MF,Houston,27,1988,24,24,1971,0,0,0,0,2,0,0,0,0,0,0
499,Kendall Waston\Kendall-Waston,cr CRC,DF,Vancouver,28,1988,26,26,2267,3,1,0,0,8,4,0.12,0.04,0.16,0.12,0.16
500,Je-Vaughn Watson\Je-Vaughn-Watson,jm JAM,DFMF,New England,32,1983,23,19,1707,1,1,0,0,3,1,0.05,0.05,0.11,0.05,0.11
501,Jared Watts\Jared-Watts,us USA,DF,Colorado,23,1992,21,18,1648,0,0,0,0,5,0,0,0,0,0,0
502,Andrew Wenger\Andrew-Wenger,us USA,MF,Houston,25,1990,32,24,2058,6,2,0,0,3,0,0.26,0.09,0.35,0.26,0.35
503,Ethan White\Ethan-White,us USA,DF,NYCFC,25,1991,13,7,680,0,0,0,0,2,2,0,0,0,0,0
504,Josh Williams\Josh-Williams,us USA,DF,Toronto FC,27,1988,15,11,916,0,1,0,0,0,1,0,0.1,0.1,0,0.1
505,Mekeil Williams\Mekeil-Williams,tt TRI,DF,Colorado,25,1990,21,17,1471,0,2,0,0,5,0,0,0.12,0.12,0,0.12
506,Sheanon Williams\Sheanon-Williams,us USA,DF,Houston,25,1990,22,20,1807,0,1,0,0,3,0,0,0.05,0.05,0,0.05
507,Joe Willis\Joe-Willis,us USA,GK,Houston,27,1988,26,24,2276,0,0,0,0,2,0,0,0,0,0,0
508,Chris Wingert\Chris-Wingert,us USA,DF,Real Salt Lake,33,1982,20,18,1505,0,0,0,0,5,0,0,0,0,0,0
509,Adrian Winter\Adrian-Winter,ch SUI,MF,Orlando City,29,1986,13,12,969,3,2,0,0,1,0,0.28,0.19,0.46,0.28,0.46
510,Chris Wondolowski\Chris-Wondolowski,us USA,FW,San Jose,33,1983,30,30,2696,12,3,3,5,0,0,0.4,0.1,0.5,0.3,0.4
511,London Woodberry\London-Woodberry,us USA,DF,New England,24,1991,25,23,2069,1,0,0,0,7,0,0.04,0,0.04,0.04,0.04
512,Travis Worra\Travis-Worra,us USA,GK,D.C. United,22,1993,13,13,1170,0,0,0,0,0,0,0,0,0,0,0
513,Bradley Wright-Phillips\Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,30,1985,34,32,2748,24,4,0,1,2,0,0.79,0.13,0.92,0.79,0.92
514,Shaun Wright-Phillips\Shaun-Wright-Phillips,eng ENG,MF,NY Red Bulls,34,1981,7,1,126,0,0,0,0,0,0,0,0,0,0,0
515,Marvell Wynne\Marvell-Wynne,us USA,DF,San Jose,29,1986,32,31,2768,0,1,0,0,3,0,0,0.03,0.03,0,0.03
516,Joshua Yaro\Joshua-Yaro,gh GHA,DF,Philadelphia,21,1994,17,15,1326,0,0,0,0,3,4,0,0,0,0,0
517,Gyasi Zardes\Gyasi-Zardes,us USA,FWMF,LA Galaxy,24,1991,19,17,1634,6,5,0,0,1,0,0.33,0.28,0.61,0.33,0.61
518,Eriq Zavaleta\Eriq-Zavaleta,us USA,DFMF,Toronto FC,23,1992,15,14,1275,0,1,0,0,2,0,0,0.07,0.07,0,0.07
519,Ben Zemanski\Ben-Zemanski,us USA,MF,Portland,27,1988,16,11,1009,0,0,0,0,2,0,0,0,0,0,0
520,Walker Zimmerman\Walker-Zimmerman,us USA,DF,FC Dallas,22,1993,30,30,2700,4,0,0,0,4,0,0.13,0,0.13,0.13,0.13
521,Sal Zizzo\Sal-Zizzo,us USA,DF,NY Red Bulls,28,1987,28,20,1924,0,2,0,0,2,0,0,0.09,0.09,0,0.09
522,Ronald Zubar\Ronald-Zubar,fr FRA,DF,NY Red Bulls,30,1985,21,19,1590,2,0,0,0,6,0,0.11,0,0.11,0.11,0.11
523,Graham Zusi\Graham-Zusi,us USA,FWMF,Sporting KC,29,1986,21,18,1651,2,2,0,0,1,0,0.11,0.11,0.22,0.11,0.22
